FID,SHAPE,BEZEICHNUNG,WL_NUMMER
HALTESTELLEWLOGD.1695,POINT (16.50184989982955 48.240260150431304),Fuchsenzeile,1809
HALTESTELLEWLOGD.1696,POINT (16.47706989989844 48.25123015106776),Süßenbr Str/Breitenleer Str,1810
HALTESTELLEWLOGD.1697,POINT (16.35939989947331 48.199300150721776),Laimgrubengasse,1812
HALTESTELLEWLOGD.1698,POINT (16.376779899088277 48.20029015089795),Akademietheater,1813
HALTESTELLEWLOGD.1699,POINT (16.51157989956012 48.206270150830264),Im Gestockert,1814
HALTESTELLEWLOGD.1700,POINT (16.313249899137045 48.253770150854244),Ährengrubenweg,1815
HALTESTELLEWLOGD.1701,POINT (16.344609899327523 48.16886015071025),Carl-Appel-Straße,1816
HALTESTELLEWLOGD.1702,POINT (16.380919899273692 48.15125015088628),Brantinggasse,1817
HALTESTELLEWLOGD.1703,POINT (16.380019898748294 48.15386015083005),Pichelmayergasse,1818
HALTESTELLEWLOGD.1704,POINT (16.376529898984966 48.15642015016851),Saligergasse/Kindergarten,1819
HALTESTELLEWLOGD.1705,POINT (16.3809698995494 48.156600150737184),Saligergasse,1820
HALTESTELLEWLOGD.1706,POINT (16.258149898135446 48.230580150802005),Schottenhof,1821
HALTESTELLEWLOGD.1707,POINT (16.269169898242417 48.23773015029767),Hanslteich,1822
HALTESTELLEWLOGD.1708,POINT (16.445549899834077 48.14974015045164),Zentralfriedh Kindergräber,1823
HALTESTELLEWLOGD.1710,POINT (16.243299898205088 48.2243501504283),Haidersberggasse,1825
HALTESTELLEWLOGD.1711,POINT (16.230439898216716 48.21546014989949),Korngoldgasse,1826
HALTESTELLEWLOGD.1713,POINT (16.428679900008866 48.151530150292125),Zentralfriedhof Tor 11,1828
HALTESTELLEWLOGD.1714,POINT (16.44241989896783 48.149270150578076),Zentralfriedh Mahnmal 1938/45,1829
HALTESTELLEWLOGD.1715,POINT (16.44112990010254 48.14814015077259),Zentralfriedh Friedh-Gärtnerei,1830
HALTESTELLEWLOGD.1716,POINT (16.44362990002424 48.146890150321475),Zentralfriedh Halle3/Gr 40,1831
HALTESTELLEWLOGD.1717,POINT (16.447359899946548 48.14573015055958),Zentralfriedh Gruppe 121,1832
HALTESTELLEWLOGD.1718,POINT (16.450319899007077 48.146150150853195),Zentralfriedh Gruppe 152,1833
HALTESTELLEWLOGD.1719,POINT (16.44973989931374 48.14376015071463),Zentralfriedh Gruppe 147,1834
HALTESTELLEWLOGD.1720,POINT (16.446739899036654 48.142700150456086),Zentralfriedh Gruppe 142,1835
HALTESTELLEWLOGD.1721,POINT (16.444809899221752 48.144970150577656),Zentralfriedh Gruppe 66,1836
HALTESTELLEWLOGD.1722,POINT (16.44238989913285 48.143350150146716),Zentralfriedh Gruppe 84,1837
HALTESTELLEWLOGD.1723,POINT (16.439779899839568 48.14435015087681),Zentralfriedh Tor 9/Gruppe 82,1838
HALTESTELLEWLOGD.1724,POINT (16.437279900003997 48.14555015072767),Zentralfriedh Kriegsgräber,1839
HALTESTELLEWLOGD.1725,POINT (16.434349899094624 48.14693015065155),Zentralfriedh Kriegsgr 1.WK,1840
HALTESTELLEWLOGD.1726,POINT (16.430379899731914 48.14895015079418),Zentralfriedh Gruppe 78,1841
HALTESTELLEWLOGD.1727,POINT (16.432189899930062 48.15050015090076),Zentralfriedh Gruppe 74,1842
HALTESTELLEWLOGD.1728,POINT (16.434469899453333 48.152520150165756),Zentralfriedh Gruppe 47,1843
HALTESTELLEWLOGD.1729,POINT (16.437399899538462 48.15519015065177),Zentralfriedh Gruppe 11,1844
HALTESTELLEWLOGD.1731,POINT (16.30876989940159 48.189560150140906),Phillipsgasse,1846
HALTESTELLEWLOGD.1732,POINT (16.295119898429615 48.192250150325805),Weinzierlgasse,1847
HALTESTELLEWLOGD.1733,POINT (16.393819899110365 48.21962015066029),Praterstern/Lassallestraße,1848
HALTESTELLEWLOGD.1734,POINT (16.353649899311595 48.232350150645935),Döblinger Gürtel/Nußdorfer Str,1849
HALTESTELLEWLOGD.1735,POINT (16.315109899224776 48.164520150196566),Breitenft Str/Hetzendorfer Str,1850
HALTESTELLEWLOGD.1736,POINT (16.422859898543162 48.26983015025072),Franz-Sebek-Straße,1851
HALTESTELLEWLOGD.1737,POINT (16.315699898626875 48.16660015028763),Hetzendorf S/Altmannsd Str,1852
HALTESTELLEWLOGD.1738,POINT (16.293739898707184 48.19875015002064),Hanusch-Krankenhaus,1853
HALTESTELLEWLOGD.1739,POINT (16.475369899193538 48.16737015062508),Zinnergasse/Kaserne,1854
HALTESTELLEWLOGD.1740,POINT (16.233149899184212 48.20624015068564),Wienflußaufsicht,1855
HALTESTELLEWLOGD.1741,POINT (16.456999899040117 48.28369015048819),Iselgasse/Illgasse,1856
HALTESTELLEWLOGD.1742,POINT (16.329969898944398 48.16053015044359),Am Schöpfwerk/Eibesbrunnerg,1857
HALTESTELLEWLOGD.1743,POINT (16.451619898751712 48.262710151065875),Aderklaaer Straße,1858
HALTESTELLEWLOGD.1744,POINT (16.447839899339638 48.27065015041334),Großfeldsiedlung,1859
HALTESTELLEWLOGD.1745,POINT (16.449459899739015 48.257170150602484),Rennbahnweg,1860
HALTESTELLEWLOGD.1746,POINT (16.44707989919957 48.27639015077008),Kürschnergasse,1861
HALTESTELLEWLOGD.1747,POINT (16.44285989907068 48.25427015063954),Eipeldauer Str/A-Sattler-Gasse,1862
HALTESTELLEWLOGD.1748,POINT (16.462789898831137 48.235350150496416),Hirschstettner Straße,1863
HALTESTELLEWLOGD.1749,POINT (16.448769898454096 48.27763015106363),Leopoldau/Möllplatz,1864
HALTESTELLEWLOGD.1750,POINT (16.31118989944667 48.21368015008506),Weinheimergasse,1865
HALTESTELLEWLOGD.1751,POINT (16.42069989904983 48.29874015059978),Stammersdf/Stammersdorfer Str,1866
HALTESTELLEWLOGD.1752,POINT (16.44395989949157 48.196840150765695),Aspernallee/Schule,1867
HALTESTELLEWLOGD.1753,POINT (16.34035989893594 48.18490015000275),Steinhagegasse,1868
HALTESTELLEWLOGD.1754,POINT (16.356339899458423 48.13442015021867),Laxenburger Str/R-Tauber-Gasse,1869
HALTESTELLEWLOGD.1756,POINT (16.418129898663736 48.206090150727505),Pierre-de-Coubertin-Platz,1871
HALTESTELLEWLOGD.1757,POINT (16.3609298988133 48.173210150585035),Inzersd Str/Bernhardtstalgasse,1872
HALTESTELLEWLOGD.1758,POINT (16.4486498993692 48.281880151125954),Kainachgasse,1873
HALTESTELLEWLOGD.1759,POINT (16.438689898618733 48.200240150726195),Stadlauer Brücke,1874
HALTESTELLEWLOGD.1760,POINT (16.388909898387016 48.21960015053591),Kleine Stadtgutgasse,1875
HALTESTELLEWLOGD.1761,POINT (16.385759899289166 48.22272015047377),Volkertplatz,1876
HALTESTELLEWLOGD.1762,POINT (16.41910989969964 48.21199015064895),Stella-Klein-Löw-Weg,1877
HALTESTELLEWLOGD.1763,POINT (16.488409898637542 48.25083015061826),Pichlgasse,1878
HALTESTELLEWLOGD.1764,POINT (16.368559899030416 48.20952015055652),Graben/Tuchlauben,1879
HALTESTELLEWLOGD.1765,POINT (16.344889899097613 48.18556015025346),Margaretenstraße,1880
HALTESTELLEWLOGD.1766,POINT (16.380829899106686 48.21898015073916),Taborstraße,1891
HALTESTELLEWLOGD.1767,POINT (16.406059899179553 48.217690150173475),Messe-Prater,1892
HALTESTELLEWLOGD.1768,POINT (16.41468989900191 48.21422015065196),Krieau,1893
HALTESTELLEWLOGD.1769,POINT (16.42020989967968 48.21084015071004),Stadion,1894
HALTESTELLEWLOGD.1770,POINT (16.42703989870785 48.20850015068047),Marathonweg,1895
HALTESTELLEWLOGD.1771,POINT (16.437169899887508 48.2012601502305),Schipanygasse,1896
HALTESTELLEWLOGD.1772,POINT (16.395739899408152 48.22282015056249),Leopold-Moses-Gasse,1897
HALTESTELLEWLOGD.1773,POINT (16.399169898776076 48.22209015087417),Harkortstraße,1898
HALTESTELLEWLOGD.1775,POINT (16.38827989965912 48.21074015018255),Radetzkystraße/Matthäusgasse,1900
HALTESTELLEWLOGD.1776,POINT (16.40233989897053 48.2206001501392),Erlafstraße,1901
HALTESTELLEWLOGD.1777,POINT (16.403609899365836 48.21821015071846),Wohlmutstraße,1902
HALTESTELLEWLOGD.1778,POINT (16.38482989816043 48.29817015043926),Langenzersdorfer Straße,1903
HALTESTELLEWLOGD.1779,POINT (16.409409899144364 48.21827015084289),Kafkastraße,1904
HALTESTELLEWLOGD.1780,POINT (16.401159898450956 48.218220150149136),Molkereistraße,1905
HALTESTELLEWLOGD.1781,POINT (16.400479898836405 48.2209501504658),Max-Winter-Platz,1906
HALTESTELLEWLOGD.1782,POINT (16.421049898902954 48.21385015031188),Hotel Hilton Danube,1907
HALTESTELLEWLOGD.1783,POINT (16.215969898698518 48.20699015059985),Wolfgang-Pauli-Gasse,2003
HALTESTELLEWLOGD.1784,POINT (16.214509898894377 48.209500149951126),Herzmanskystraße,2004
HALTESTELLEWLOGD.1786,POINT (16.44771989956085 48.1610101506394),Schloss Neugebäude,2006
HALTESTELLEWLOGD.1787,POINT (16.444879899366967 48.2214501504347),Deinleingasse/Schule,2033
HALTESTELLEWLOGD.1788,POINT (16.418679899565674 48.16959015096373),Tarifpunkt Simmering,2260
HALTESTELLEWLOGD.1789,POINT (16.369949899182917 48.17588015075776),Leebgasse/Siccardsburggasse,2500
HALTESTELLEWLOGD.1790,POINT (16.349789899256766 48.22990015008047),Anastasius-Grün-Gasse,2503
HALTESTELLEWLOGD.1791,POINT (16.361949898610746 48.18187015008354),Tarifpunkt Kliebergasse,2689
HALTESTELLEWLOGD.1792,POINT (16.46103989956151 48.28007015054167),Tarifpunkt Leopoldau,2769
HALTESTELLEWLOGD.1793,POINT (16.35993989908845 48.1808001500955),Tarifpunkt Matzleinsdorfer Pl,2849
HALTESTELLEWLOGD.1794,POINT (16.373069899482875 48.17842015055881),Betriebshof Favoriten,2910
HALTESTELLEWLOGD.1795,POINT (16.424229899564136 48.16648015055313),Betriebshof Simmering,2911
HALTESTELLEWLOGD.1796,POINT (16.342979899351466 48.21654015012692),Zimmermannplatz,2912
HALTESTELLEWLOGD.1797,POINT (16.290299899506273 48.17079015030618),Betriebshof Speising,2913
HALTESTELLEWLOGD.1798,POINT (16.322799899577692 48.190360150203226),Betriebshof Rudolfsheim,2915
HALTESTELLEWLOGD.1799,POINT (16.304369899242754 48.20891015038731),Betriebshof Ottakring,2916
HALTESTELLEWLOGD.1800,POINT (16.320809898648438 48.221730150604735),Betriebshof Hernals,2917
HALTESTELLEWLOGD.1801,POINT (16.34979989841789 48.23096015043294),Betriebshof Gürtel,2918
HALTESTELLEWLOGD.1802,POINT (16.366439899004998 48.23598015034115),Betriebshof Brigittenau,2920
HALTESTELLEWLOGD.1803,POINT (16.3996898983425 48.262570150560435),Betriebshof Floridsdorf,2921
HALTESTELLEWLOGD.1804,POINT (16.434219898486546 48.244130150868614),Betriebshof Kagran,2922
HALTESTELLEWLOGD.1805,POINT (16.31058989907635 48.2080801505178),Betriebshof Spetterbrücke,2923
HALTESTELLEWLOGD.1806,POINT (16.36690989899397 48.16324015021625),Betriebshof Raxstraße,2924
HALTESTELLEWLOGD.1807,POINT (16.428859899348524 48.280410150986945),Betriebshof Leopoldau,2925
HALTESTELLEWLOGD.1808,POINT (16.285999899318174 48.169270150241104), ,2950
HALTESTELLEWLOGD.1809,POINT (16.549389900331214 48.199900150934376), ,3556
HALTESTELLEWLOGD.1810,POINT (16.54932989976827 48.20507015108861), ,3558
HALTESTELLEWLOGD.1811,POINT (16.36001989873105 48.18382015046683), ,8114
HALTESTELLEWLOGD.1814,POINT (16.37111989820726 48.255510150679584), ,9100
HALTESTELLEWLOGD.1816,POINT (16.366339898576094 48.20031015038302), ,14198
HALTESTELLEWLOGD.1817,POINT (16.36056989956349 48.212220150673915), ,14199
